sba_borrower_name,sba_city,sba_zip,candidate_business_name,candidate_city,match_score,sba_loan_id,business_id
S & B Automotive Inc,BETHEL,5032,"S&B AUTOMOTIVE, INC","140 Peavine Blvd, Bethel, VT 05032, USA",82.05,b4f51959-87e5-50fe-a264-ea8da8eb34aa,07e8f34a-30e2-4653-a898-5a965839b32a
ARCOMM COMMUNICATIONS CORPORATION,HILLSBOROUGH,3244,ARCOMM COMMUNICATIONS,"462 W Main St STE 3, Hillsborough, NH 03244, USA",77.78,40a94db2-f24c-55da-af97-a9025f405cd5,5ecd703f-8556-4e16-97fd-f01638342f94
CALEA SERVICES LLC,MILFORD,6460,"GTA AUTO SERVICE, LLC","19 Perry Rd, Milford, NH 03055, USA",71.79,88e8d866-2dc7-507b-8317-927f30923169,98d9f670-0e4e-499e-8c30-79821beab585
Chomp Newport LLC,NEWPORT,2840,NEWPORT HOSPITAL,"20 Powel Ave, Newport, RI 02840, USA",72.73,128709a1-16c0-5891-a017-f8faf905d1a0,58d0b1c3-8b04-40e8-85f1-be6dd2c2060a
Audette Electrical Services Inc.,SHERMAN,6784,JOHN EASTMAN ELECTRICAL SERVICES,"324 Sherman Hollow Rd, Hinesburg, VT 05461, USA",75.0,46005b61-2e77-52e8-b99f-3060046dadd4,3a1a2165-486c-4e13-a871-58934c14da81
MACKEY'S  INC.,WILLIMANTIC,6226,MACKEY'S,"249 Columbia Ave, Willimantic, CT 06226, USA",76.19,05837808-878b-5566-9b2d-d1bb5aef28ed,83443c99-cd4a-41bc-932c-22fa9f570ac2
Life Medi Spa PLLC,MEREDITH,3253,LIFE MEDI SPA,"3 Winona Rd #1B, Meredith, NH 03253, USA",83.87,974459b1-d2fe-57b8-b2ef-77a71a8b10e9,5daa8df1-161e-4514-b6ee-5872d8e606ca
Warner Stone LLC,WARNER,3278,A WARNER STORAGE,"2 Pleasant Pond Rd, Warner, NH 03278, USA",75.0,7df61a39-4fde-560a-bd16-3bfde25a3313,8a8147f3-bbbc-4513-a58a-e59a2423a76a
NENA Construction Inc.,WARWICK,2889,MJRO CONSTRUCTION INC,"64 4E Rang O, Warwick, QC J0A 1M0, Canada",79.07,150c9f9b-3e49-53e9-ae9c-8edf1a698afa,2dd06cc2-053b-4c0e-83b3-1e77f297a782
Stevens Well & Pump LLC,WEBSTER,3303,STEVENS WELL AND PUMP,"99 Battle St, Webster, NH 03303, USA",81.82,77588b13-8c9a-5883-aa2a-3b2e43d9e242,6862d2ed-70ea-4753-afed-630086b90ef2
Oola Westbrook LLC,WESTBROOK,4092,WESTBROOK TOYOTA,"80 Flat Rock Pl, Westbrook, CT 06498, USA",76.47,6abcce42-b2f6-58e8-a145-3db23576f36a,d8186e05-7936-4faa-921a-d939dd01018d
Pemi Valley Excavating LLC,CAMPTON,3223,"PEMI VALLEY FLOORING, LLC","2269 US-3, Campton, NH 03223, USA",74.51,25e800ef-dd1c-50f0-949c-c3370446d513,d83c1f20-e658-48ab-9772-f5ba2c804163
REPS CONSTRUCTION LLC,MARLBOROUGH,1752,"MORALES DESIGN & CONSTRUCTION, LLC","Stage Harbor Rd, Marlborough, CT 06447, USA",72.73,ac947a6e-b2b6-589d-be41-13abc45e1eb7,effa175b-d8da-4d1b-918a-b6f82480d9ce
Discount Tire & Service,RINDGE,3461,DTS AUTOMOTIVE (DISCOUNT TIRE & SERVICE),"788 US-202, Rindge, NH 03461, USA",73.02,e98f7e8a-e75a-578a-82cb-ad3550405fb0,a207daac-6617-4d42-99ae-3568f57703bc
Baber & Associates P.A.,BANGOR,4401,CEBAN & ASSOCIATES C.P.A.,"1000 Bangor Rd, Ellsworth, ME 04605, USA",70.83,8dd664f3-79f3-51eb-80cc-a46905946fe2,ad502c4c-7455-4a25-a30f-a8f599e5c93d
Condesa Watertown LLC,WATERTOWN,2472,HONDA OF WATERTOWN,"816 Straits Turnpike, Watertown, CT 06795, USA",76.92,d939aec3-061b-5252-bcfa-046464f6a62f,b6df2b77-ba74-4521-a476-2ca188a65677
SAVY & SONS LLC,Amston,6231,SAVY & SONS,"612 Church St, Amston, CT 06231, USA",84.62,11a05858-45f0-580d-af3a-7600f83b5bdc,f8857592-f558-475a-b06f-ff436ff000c8
BRICKOVEN CATERING LLC,Hudson,3051,BIRCH HILL CATERING,"1 Celebration Wy, Castleton-On-Hudson, NY 12033, USA",73.17,103bf4c7-adbc-5e12-bdb0-a69afa190912,5dfadc56-8661-422f-af9f-e68e905464c4
BRICKOVEN CATERING LLC,Hudson,3051,BIRCH HILL CATERING,"1 Celebration Wy, Castleton-On-Hudson, NY 12033, USA",73.17,7cb7a56d-9f43-517a-a998-d3d1ce1b73b6,5dfadc56-8661-422f-af9f-e68e905464c4
Barry's Tree Service LLC,Albany,3818,SARGENTS TREE SERVICE,"Octa Ln, Albany, NH 03818, USA",71.11,c234754e-e4fe-5082-a2de-106af0463889,3c8266fe-1acb-4a58-a905-6bf2b3756d72
RT'S CONSTRUCTION,NEW MILFORD,6776,HEATON CONSTRUCTION,"376 Long Mountain Rd, New Milford, CT 06776, USA",77.78,ba898dfe-cd5b-561e-a4fc-ee1b336229c7,81483214-0a1f-43d5-85d0-079def564e52
Guilin Construction LLC,WATERBURY,6708,"WALKER CONSTRUCTION, INC.","5950 Waterbury-Stowe Rd, Waterbury Center, VT 05677, USA",70.83,1c99d710-846b-51e3-a92b-8656dc777165,84f18e63-c58f-4f20-818c-69e483248f18
Pettengill Learning Academy LLC,Brunswick,4011,PETTENGILL ACADEMY BRUNSWICK,"62 Pegasus St, Brunswick, ME 04011, USA",77.97,3d49b3de-a7dc-519d-aa9c-5063cbbd376d,0320f66d-77e7-457a-989d-4c44dea03d2c
Pettengill Learning Academy LLC,Brunswick,4011,PETTENGILL ACADEMY BRUNSWICK,"62 Pegasus St, Brunswick, ME 04011, USA",77.97,a56506bf-eef2-536d-a5a9-f7811082a2a7,0320f66d-77e7-457a-989d-4c44dea03d2c
JSR ENTERPRISES LLC,FARMINGTON,6032,WOLFE ENTERPRISES,"163 N Chesterville Rd, Farmington, ME 04938, USA",72.22,2eb798d3-c60a-59de-995f-c3d98bea56b6,6e2b864a-2fbe-43b4-b631-a78e1247332a
J & J Auto Care LLC,NORTH HAVERHILL,3774,J&J AUTO CARE,"585 Benton Rd, North Haverhill, NH 03774, USA",75.0,87ad3f9f-3348-53ad-8991-bf3979075b65,7c8a1134-0caf-4c98-a70b-5e22c290bb6d
Taylor Electric LLC,Hartford,6114,WESTCOTT ELECTRICAL LLC,"1253 Main St, Hartford, ME 04220, USA",71.43,3f6a657d-48ff-5995-b50e-625b5aedd9d8,95058e84-991a-49be-8d04-dd28670ea24d
Enclave Construction LLC,CHESHIRE,6410,GRIFFIN CONSTRUCTION LLC,"42 Cheshire Turnpike Rd, Langdon, NH 03602, USA",75.0,04cad299-7db9-54db-a0c6-5be55b5aa818,8a9377f2-a2cb-4ad6-9999-9a646962552d
MURPHY CONSTRUCTION,STONEHAM,2180,DTP CONSTRUCTION INC,"1391 Av. Tewkesbury, Stoneham-et-Tewkesbury, QC G3C 3A7, Canada",71.79,01d58e0b-0027-5d78-895d-7962e387a57c,d9c7747d-d0a8-413d-a87b-7c7684b0e689
NEW ENGLAND MEDICAL GROUP MILFORD LLC,MILFORD,1757,NEW MILFORD MEDICAL GROUP,"11 Old Park Lane Rd, New Milford, CT 06776, USA",80.65,79393aa4-96cd-561e-a0ff-781eed4b70d9,0d4c9e9e-f5e6-4eeb-aeb8-8cc9888fca1c
NEW ENGLAND MEDICAL GROUP MILFORD LLC,MILFORD,1757,NEW MILFORD MEDICAL GROUP,"11 Old Park Lane Rd, New Milford, CT 06776, USA",80.65,d434ae62-0c65-521d-8b8a-a6310914d535,0d4c9e9e-f5e6-4eeb-aeb8-8cc9888fca1c
Brooklin GS LLC,BROOKLIN,4616,BROOKLIN SCHOOL,"41 School St, Brooklin, ME 04616, USA",73.33,61cd5d8b-7566-58a4-b248-9530c5338c9a,19e4ff9d-2e5e-4b30-8f3d-0c8684bfc12d
Life Medi Spa PLLC,MEREDITH,3253,LIFE MEDI SPA,"3 Winona Rd #1B, Meredith, NH 03253, USA",83.87,0aa00584-f81a-58c4-b3b0-d72b867d7983,5daa8df1-161e-4514-b6ee-5872d8e606ca
PRECISION MILLWORK LLC,BETHEL,6801,PRECISION MOTORWORKS LLC,"2037 Rousseau Rd, Bethel, VT 05032, USA",82.61,fe16fd91-ad81-5224-838f-ed0111995bdb,5e8baec9-a1ef-4fd3-86c9-eb9c39d18332
T&amp;T Ventures LLC,Northfield,5663,T&T VENTURES,"32 W Hill Rd, Northfield, VT 05663, USA",75.0,ea682def-a298-55ab-a8c4-498ef17c6253,202476ed-9c4f-4cce-a7b8-857ff035bba9
T&amp;T Ventures LLC,Northfield,5663,T&T VENTURES,"32 W Hill Rd, Northfield, VT 05663, USA",75.0,37c6c1af-1f93-5927-b440-62df3356c396,202476ed-9c4f-4cce-a7b8-857ff035bba9
Scotland Spirits LLC,SCOTLAND,6264,SCOTLAND HILL STABLE,"116 Pudding Hill Rd, Scotland, CT 06264, USA",70.0,844d8140-322f-5e00-8d2c-968b7a1ff76f,3f673f42-43a6-4d92-b89b-87f5d14e723b
BNR Seabrook LLC,Seabrook,3874,SEABROOK ER,"603 Lafayette Rd, Seabrook, NH 03874, USA",74.07,92553578-3c53-5893-a105-ec30ccbdee49,ec050213-f2ac-4ce7-95a1-f2f105dcc212
R. DUTTON CONSTRUCTION LLC,RAYMOND,3077,UBORA CONSTRUCTION,"1867 Rte de Chute Panet, Saint-Raymond, QC G3L 4P8, Canada",72.73,73cc59f7-52bc-53df-86fb-a47c682678fc,2c3c6950-278b-44bc-a607-8af4ec53da24
RAPOSO'S CONSTRUCTION INC,TAUNTON,2780,G LOPES CONSTRUCTION INC,"565 Winthrop St, Taunton, MA 02780, USA",77.55,c54f7de6-fb62-5aaa-b7ed-120e132a8c0f,9ee2f4c8-c83e-4096-a607-8c8541d97e39
Precision Autoworks LLC,MANCHESTER,3103,"ODA AUTO PRECISION, LLC","32 Manchester Rd, Auburn, NH 03032, USA",78.26,4c27e437-d0a6-599e-b6a8-7da74d395fd6,3b0a5c03-a2d9-474b-acdd-b7be86cdadd9
Make A Difference Landscaping LLC,LEE,3861,THE DIFFERENCE LANDSCAPES,"459 Calef Hwy, Lee, NH 03861, USA",72.41,542908db-8fae-5914-ba00-f32e1927c109,a8d6020b-408a-4e06-8226-85e795fc33d1
JL Custom  Fab Inc.,BOWDOIN,4287,J L CUSTOM FAB,"1827 Augusta Rd, Bowdoin, ME 04287, USA",81.25,2a4a131a-8b1e-53f1-b27b-9f55f935e32d,1e344876-3abb-44ee-b64a-80de7fbb8a9f
Twin Pine Camps LLC,Millinocket,4462,TWIN PINES AT NEOC,"30 Twin Pines Rd, Millinocket, ME 04462, USA",70.27,f6075942-7e40-5681-b050-de6a08990f02,8bbbb3eb-76b0-4cee-ad54-ccc0215e81d8
DB Landscape LLC,WOLCOTT,6716,R.C. LANDSCAPES,"1019 Baldwin Brook Rd, Wolcott, VT 05680, USA",70.97,0b526d99-afd3-531d-8fe7-5145a7fc037d,8ce0108f-e8bf-4198-8ebc-994f7497bf00
The UPS Store #7784,PORTSMOUTH,3801,THE UPS STORE,"1500 Lafayette Rd Ste 6, Portsmouth, NH 03801, USA",81.25,ade7b1d0-7bd1-5680-bb49-f9f55c80d84d,93675d48-0d93-470f-9696-072da7906e94
Westport MediSpa LLC,WESTPORT,6880,WESTPORT MARINA INC,"20 Washington St, Westport, NY 12993, USA",71.79,2700ee57-a592-5246-b267-db6c1c205240,c808cee1-004f-4215-b78d-10ee55dcf285
Sabuska Corporation,Springfield,1105,IVEK CORPORATION,"10 Fairbanks Rd, North Springfield, VT 05150, USA",74.29,8a8af123-04e0-5188-a0f2-a34eadc1589a,69a166ad-c250-4de2-9f32-f99e5d76f33d
Gateway Electrical Services LLC,SALEM,3079,SCOTT'S ELECTRICAL SERVICES,"Branch Bridge Rd, New Salem, MA 01355, USA",72.41,24ad1c29-3ea6-5531-9a3b-a6858b359ad0,968b3007-cce0-4bc0-b544-6b4da2b0c7f8
Wow Construction LLC,BRAINTREE,2184,NEWFOUND LANDSCAPE CONSTRUCTION,"727 Moore Rd, New Braintree, MA 01531, USA",70.59,8e912b7e-2a4c-5030-9fd3-f9576a38eb66,8aa899bb-d5b9-47a3-abce-c4e39ea28f8f
EG Enterprises LLC,SALEM,6420,CARE FOX ENTERPRISE,"3904 County Rte 30, Salem, NY 12865, USA",70.27,933b6edf-b9e6-5b5e-b098-a78bc3e9c30a,87c5b5cb-0c14-40b2-9042-fea33aa6b978
MILFORD TENNIS CLUB PARTNERS LLC,MILFORD,6460,NEW MILFORD TENNIS & SWIM CLUB,"93 Aspetuck Ridge Rd, New Milford, CT 06776, USA",74.19,3c55a8a2-bb85-5b09-9ae8-d4338abeec6e,d5b45d73-b7bf-4ce0-83fe-9308e50c3c7d
SAVY & SONS LLC,AMSTON,6231,SAVY & SONS,"612 Church St, Amston, CT 06231, USA",84.62,5da27dfb-58a5-5372-880a-cca8687cbd6b,f8857592-f558-475a-b06f-ff436ff000c8
TAYLOR ELECTRIC LLC,HARTFORD,6114,WESTCOTT ELECTRICAL LLC,"1253 Main St, Hartford, ME 04220, USA",71.43,820b9281-5cce-5334-9d23-6eec4eee3a3d,95058e84-991a-49be-8d04-dd28670ea24d
Thomas Enterprises Inc.,SEARSMONT,4973,TOTMAN'S ENTERPRISES,"New England Rd, Searsmont, ME 04973, USA",79.07,19a9b533-0ba5-557f-a203-00e5d08c1d17,b9ac0778-bb1a-4fd8-bb4e-feb641af356f
Greer Enterprises LLC,RAYMOND,3077,RANGELEY ENTERPRISES,"321 NH-27, Raymond, NH 03077, USA",73.17,7e27ad22-9817-5996-a289-ab1435c9fd09,8175b1fe-1617-4060-b060-804c3eb568c8
Charlestown ACE Hardware,Charlestown,2129,CHARLESTOWN URGENT CARE,"3769 Old Post Rd, Charlestown, RI 02813, USA",72.34,aad53b26-8581-5acc-9160-6f10725345eb,1982f958-67e9-4f38-81e9-92c687da4536
NH ADVANCED CONSTRUCTION LLC,LITCHFIELD,3052,BOWER CONSTRUCTION LLC,"557 Hallowell Litchfield Rd, West Gardiner, ME 04345, USA",72.0,aed48181-d52c-59a0-8a90-3615f9683014,6344f220-4df6-4aeb-9836-11d9e7b35af3
SAVY & SONS LLC,AMSTON,6231,SAVY & SONS,"612 Church St, Amston, CT 06231, USA",84.62,126af1ed-e06e-5ffb-9e2d-e2c3bb3dba67,f8857592-f558-475a-b06f-ff436ff000c8
NH ADVANCED CONSTRUCTION LLC,LITCHFIELD,3052,BOWER CONSTRUCTION LLC,"557 Hallowell Litchfield Rd, West Gardiner, ME 04345, USA",72.0,9f355e7b-0112-5765-ae86-4125391e1d9e,6344f220-4df6-4aeb-9836-11d9e7b35af3
J. H. LANDSCAPING AND CONSTRUCTION INC.,SWANSEA,2777,J H LANDSCAPING & CONSTRUCTION,"1102 Sharps Lot Rd, Swansea, MA 02777, USA",84.06,452e6734-e96b-5ad9-bf3c-545bd124b515,328b6b33-e48c-4431-a250-c48f613f92be
Gateway Electrical Services LLC,SALEM,3079,SCOTT'S ELECTRICAL SERVICES,"Branch Bridge Rd, New Salem, MA 01355, USA",72.41,80e5c695-7862-5795-8911-243e240a7e8f,968b3007-cce0-4bc0-b544-6b4da2b0c7f8
DTB NORTH HAVEN LLC,NORTH HAVEN,6473,BMW OF NORTH HAVEN,"610 Washington Ave, North Haven, CT 06473, USA",70.27,7e5c871e-4316-548a-b4e1-8edbff074a29,1b159460-fdf7-4b69-bf3a-56f939e7fe67
Bennington Motor Inn,BENNINGTON,5201,COGGINS TOYOTA OF BENNINGTON,"751 N Bennington Rd, Bennington, VT 05201, USA",70.83,65a4384d-9131-5a5f-bbae-a36c55e3c14c,d279256c-8e73-4854-bfce-2d8e74813027
AJCT Services LLC,Milford,6460,"GTA AUTO SERVICE, LLC","19 Perry Rd, Milford, NH 03055, USA",73.68,4da992d6-fc5a-5974-ae97-dc5fadbc8725,98d9f670-0e4e-499e-8c30-79821beab585
J & J Auto Care LLC,NORTH HAVERHILL,3774,J&J AUTO CARE,"585 Benton Rd, North Haverhill, NH 03774, USA",75.0,bc22c072-a2f3-5a03-8fa2-f5aceb8d2ed7,7c8a1134-0caf-4c98-a70b-5e22c290bb6d
Montessori of Barrington Inc.,BARRINGTON,2806,BARRINGTON MOTOR WORKS,"1892 Franklin Pierce Hwy, Barrington, NH 03825, USA",70.59,e892012f-90e3-5ce8-9b2f-bea182cc14f5,904dddac-06ce-43e7-99c8-c6d3d29bcf45
190 Main Westport LLC,WESTPORT,6880,WESTPORT MARINA INC,"20 Washington St, Westport, NY 12993, USA",75.0,47f022de-9663-5df7-b10f-b8f6149fd5a2,c808cee1-004f-4215-b78d-10ee55dcf285
Charlestown Ace Hardware,CHARLESTOWN,2129,CHARLESTOWN URGENT CARE,"3769 Old Post Rd, Charlestown, RI 02813, USA",72.34,b1320bf6-1228-5b18-a5d0-63cb7d08cd5f,1982f958-67e9-4f38-81e9-92c687da4536
Sbat Fitness LLC,CONCORD,3301,PLANET FITNESS,"89 Fort Eddy Rd, Concord, NH 03301, USA",73.33,311b0a2e-c3c3-5815-9c19-7c5583eeeccd,2322116a-cf82-4515-b213-81b6ad4eddec
Life Medi Spa PLLC,MEREDITH,3253,LIFE MEDI SPA,"3 Winona Rd #1B, Meredith, NH 03253, USA",83.87,fbee535f-64fa-53fc-b236-a2d70bbdfcf5,5daa8df1-161e-4514-b6ee-5872d8e606ca
TMR Construction Corp,WESTPORT,2790,"MANFRED CONSTRUCTION, INC.","5094 State Hwy 9N, Westport, NY 12993, USA",72.34,437ee71f-4c8b-5d45-8d2a-fca65eef2b16,fd437f36-4179-4826-b382-f1744078f69e
ROSA DESIGN & CONSTRUCTION LLC,MILTON,2186,"KEN BRUCE CONSTRUCTION, LLC","PO Box 71, Milton, NH 03851, USA",70.18,ec627e9c-262f-5b54-bec1-255c33a14273,47e98bd3-e28c-4301-9a5a-1958756f7de5
KLOS DELUXE CONSTRUCTION LLC,EASTON,6612,N G CONSTRUCTION LLC,"419 Fuller Rd, Easton, ME 04740, USA",70.83,07aaacba-32c8-51bc-a1f4-389309e11b67,e76025e5-4690-4bb1-8930-cd58eefce45b
Chace Building Supply of CT. Inc.,WOODSTOCK,6281,CHACE BUILDING SUPPLY,"90 CT-171, Woodstock, CT 06281, USA",77.78,a99cafa7-d9e8-5802-837c-1ec638147b38,353b32e6-51c4-46f0-8642-bc65a7fd84a2
Dale E. Metcalf Sr. & Sons Logging & Trucking Inc.,PORTER,4068,DALE METCALF SR SON LOG TRCKG,"676 Porterfield Rd, Porter, ME 04068, USA",73.42,ecb8808b-44c8-5718-8855-c194c90c9477,234d39b6-1387-4b03-8b95-460f3fdc14a9
MACHIAS DENTAL P.A.,MACHIAS,4654,MACHIAS DENTAL,"271 Main St, Machias, ME 04654, USA",84.85,a89e1d63-4518-551e-9531-4cb5adb9f6d6,ff3a98ed-dcad-49e6-8839-8e0fcaebd237
ARCCO FACILITY SERVICES LLC,SALEM,3079,FIDELITY BROKERAGE SERVICES LLC,"900 Salem St, Smithfield, RI 02917, USA",75.86,03efe268-22f5-5bbf-ae0a-65d743657387,ecb35596-72ce-4ebf-9573-b243c9f2ee72
Springfield Pie Inc.,SPRINGFIELD,1109,SPRINGFIELD FENCE CO INC,"50 VT-106, North Springfield, VT 05150, USA",72.73,29a00bd4-230b-57db-bb52-54dea5806fe4,44fb9416-dd76-4ca9-aab3-527aa228e97a
Elevation Physical Therapy,FARMINGTON,4938,FARMINGTON PHYSICAL THERAPY,"395 NH-11, Farmington, NH 03835, USA",79.25,5c0257d0-edf0-53eb-9945-faf4110413ba,e5c0bc9f-2c61-4e0a-b8ce-aba08c207fbb
Justice Energy Solutions Inc.,LEE,1238,INFINITY ENERGY SOLUTIONS,"597 Bishop Hill Rd, Leeds, ME 04263, USA",74.07,abb10e6a-af4b-5457-b275-543122268ae5,d8733c9f-221e-44ab-b95b-3b64eade0565
Mains Electric LLC,ALTON,3809,SPV ELECTRICAL L.L.C.,"8 Simonds Rd, Dalton, NH 03598, USA",71.79,d1b5003c-8e38-5a57-81e5-aa861226b7dc,752e3dda-2216-4871-897e-2e072cc59123
Splash Trucking LLC,WINDHAM,4062,MANFREDA TRUCKING LLC,"219 Back Rd, Windham, CT 06280, USA",70.0,512dda7a-b3fa-568f-b3ad-86bb38407925,4a0e7e51-f741-46a9-a925-278d825ad699
C P Hanscom & Sons LLC,East Machias,4630,C P HANSCOM & SONS METAL ROOFING,"412 Jacksonville Rd, East Machias, ME 04630, USA",74.07,718269b2-0082-59fa-9d77-9c0b9089ce74,b93f26f8-8a27-4d6a-a542-63ac53c4a1bf
Groom CT Fairfield LLC,FAIRFIELD,6824,ROCK CLIMB FAIRFIELD,"85 Mill Plain Rd building t, Fairfield, CT 06824, USA",71.43,216a2101-638f-54ed-a633-6cb6ec7af40f,eb06f05f-4d36-4113-b5d1-28b008029a18
Groom CT Fairfield LLC,FAIRFIELD,6824,ROCK CLIMB FAIRFIELD,"85 Mill Plain Rd building t, Fairfield, CT 06824, USA",71.43,62a4557d-65a6-5a05-a93c-3ceae2396ca5,eb06f05f-4d36-4113-b5d1-28b008029a18
NEW LONDON HOTEL LLC,NEW LONDON,6320,NEW LONDON HOSPITAL,"273 County Rd, New London, NH 03257, USA",76.92,adc53b03-4fb1-5b5b-b546-a5d50a458fba,209686a3-5bba-4e1e-b9b6-d3be4d460c1e
JOE Z CONSTRUCTION INC,TAUNTON,2780,G LOPES CONSTRUCTION INC,"565 Winthrop St, Taunton, MA 02780, USA",82.61,62e9415c-157a-5d45-9ebe-f85873853b50,9ee2f4c8-c83e-4096-a607-8c8541d97e39
Akak Corporation,PEMBROKE,2359,LDG CORPORATION,"701 Borough Rd, Pembroke, NH 03275, USA",70.97,a025e54c-1ee5-51c6-81f9-7774fb9afe3d,0fac20bc-96cd-455e-9ac9-2a56a71ac10c
Splash Trucking LLC,WINDHAM,4062,MANFREDA TRUCKING LLC,"219 Back Rd, Windham, CT 06280, USA",70.0,161cc697-a389-525f-8c9d-514c09d44271,4a0e7e51-f741-46a9-a925-278d825ad699
J Dinovo Construction LLC,HUDSON,3051,MJC CONSTRUCTION,"225 Darling Rd, Hudson, ME 04449, USA",73.17,9692b720-9a7e-5546-8dcf-78be755b379a,63357078-f5af-4749-a148-5e35c06699b1
Flanders Bay BBQ LLC,SULLIVAN,4664,FLANDERS BAY CABINS,"2673 US-1, Sullivan, ME 04664, USA",71.79,eb16d584-c165-5328-8bdd-709b63f8ded3,17f88ad7-ff45-453e-80f6-e54075e562db
White Oak Construction LLC,New Haven,5472,"SILVER MAPLE CONSTRUCTION, LLC","46 River Rd, New Haven, VT 05472, USA",75.0,af03b835-2a7c-51f8-bbcf-ebceb986867d,7c2a7995-2350-4e57-b4cf-ef871fc87eba
DRD Trucking LLC,NEW CANADA,4743,HARDCORE TRUCKING INC,"40 Blanchette Ln, New Canada, ME 04743, USA",70.27,b956fe08-5144-5ea2-bbc0-dbfe5da28054,fa5644ea-ba3f-464b-b658-ca87ab7327f6
ICON Tennis & Pickleball LLC,Walpole,2081,WIMBLEDON TENNIS & PICKLEBALL CLUB,"20 County St, Walpole, MA 02081, USA",70.97,14081494-d60d-5ef5-bd83-ec3ba6a4a72a,8f6ec102-7609-48f1-a9f7-119901b3657a
Wally's Landscaping Inc,HUDSON,1749,DESIGN WORKS LANDSCAPING,"125 Wason Rd, Hudson, NH 03051, USA",72.34,51bf4854-57ad-5545-b6eb-f6ba42f9acaf,5fc8a848-88c7-464d-998c-2a7dbaa6e589
HOTWORX TILTON,TILTON,3276,TILTON SCHOOL,"30 School St, Tilton, NH 03276, USA",74.07,cdcd08c2-b7d5-557f-95cd-49feebf8b346,bca79506-e8e0-43a7-af67-5ea96a00bb74
TAYLOR ELECTRIC LLC,HARTFORD,6114,WESTCOTT ELECTRICAL LLC,"1253 Main St, Hartford, ME 04220, USA",71.43,b2ee02c8-94b7-59db-bb27-3779385292eb,95058e84-991a-49be-8d04-dd28670ea24d
New Milford Golf LLC,New Milford,6776,NEW MILFORD MEDICAL GROUP,"11 Old Park Lane Rd, New Milford, CT 06776, USA",71.11,16bea0af-bf71-5077-8fd0-4e5765ef6841,0d4c9e9e-f5e6-4eeb-aeb8-8cc9888fca1c
JMS Watertown LLC,WATERTOWN,6795,GMC OF WATERTOWN,"715 Straits Turnpike, Watertown, CT 06795, USA",72.73,fe158f1d-3b68-575b-a441-56802e2653a4,27c1ff62-8672-47d4-a7c6-0b3252dd39a7
ICON TENNIS & PICKLEBALL LLC,Walpole,2081,WIMBLEDON TENNIS & PICKLEBALL CLUB,"20 County St, Walpole, MA 02081, USA",70.97,514b81b5-1f57-52e3-bc55-61750264e80c,8f6ec102-7609-48f1-a9f7-119901b3657a
DMB Construction Inc.,WINCHESTER,1890,SUR CONSTRUCTION WEST INC.,"51 Payne Rd, Winchester, NH 03470, USA",72.34,bfd53eb1-7b33-5615-aa38-75a3531fe5ce,82516dde-6092-46af-8fb3-5aaaa035a959
Mansfield Beauty Inc.,MANSFIELD,2048,MANSFIELD AUTO PARTS INC,"214 Stafford Rd, Mansfield Center, CT 06250, USA",75.56,b6692e8a-b058-5f16-861c-57a67d2de93a,21e2d976-409a-435e-b2e9-10412132d9d4
Bristol Bagel Works,BRISTOL,2809,BRISTOL WOODWORKS,"74 Many Waters Rd, Bristol, VT 05443, USA",72.22,d851c380-3dc9-557b-8226-1fd56fc65769,7e8277c0-3b55-4bd2-902a-f4db5b85d244
TA FITNESS LLC,WEYMOUTH,2188,PLANET FITNESS,"944 Middle St, Weymouth, MA 02188, USA",71.43,27575b68-1a33-5e57-bc33-b43096dbd3be,1bb27939-d7b6-4c0b-a5dc-d67a95011a6d
RAE Veterinary Services P.C.,WINTERPORT,4496,RIDGE RUNNER VETERINARY SERVICES,"559 S Main St, Winterport, ME 04496, USA",76.67,eea34448-8260-5deb-9938-a9108b5557bb,a703c378-46c8-49ca-9082-7c3b1740f54f
MiVillage LLC,Holliston,1746,MIVILLAGE,"120 Jeffrey Ave, Holliston, MA 01746, USA",81.82,1043be3c-5786-5f86-acc2-af8680bdadde,54c952d0-c910-4595-8e29-b875bdf75bcc
S&R Brookfield LLC,BROOKFIELD,6804,WEST BROOKFIELD DENTAL,"9 W Main St, West Brookfield, MA 01585, USA",70.0,81ce4e0f-3e75-5a3c-ae50-e204c800dbd1,3e5e91ca-ff40-4f07-aec5-37e13a661c58
JOE Z CONSTRUCTION INC,TAUNTON,2780,G LOPES CONSTRUCTION INC,"565 Winthrop St, Taunton, MA 02780, USA",82.61,2abb1587-a565-589a-b3b9-3b70421899db,9ee2f4c8-c83e-4096-a607-8c8541d97e39
Energy Shield of New Hampshire LLC,CONCORD,3303,NEW HAMPSHIRE WOOD FLOORING LLC,"37 Pine Crest Cir, Concord, NH 03301, USA",70.77,f8e824ea-d03a-5154-be9a-213178b585a6,eb27af37-c0bf-47e6-987c-2bb99962271d
Salem Barrio LLC,SALEM,1970,SALEM AUTO LLC,"468 Old Colchester Rd, Salem, CT 06420, USA",80.0,23832c3b-874b-5576-97d8-7d0f39d25ae0,be9bda69-358c-41bd-afa1-5dbf6a886a37
MANCHESTER MEMORIAL CO INC,MANCHESTER,3103,MANCHESTER MEMORIAL HOSPITAL,"71 Haynes St, Manchester, CT 06040, USA",81.48,e21828ed-e9b7-56ab-b196-b53e82ca9796,a1c2a971-d9dd-4796-914f-98eff52e4ea6
